gridid,asap0_id,name0,name0_shr,asap_cntry,an_crop,an_range,km2_tot,km2_crop,km2_rang2,g1_units,isocode,geometry
261,106,The former Yugoslav Republic of Macedonia,FYR Macedonia,f,t,t,25424,7250,10826,1,MK,"c(5285923, 2099491)"
262,106,The former Yugoslav Republic of Macedonia,FYR Macedonia,f,t,t,25424,7250,10826,1,MK,"c(5385923, 2099491)"
300,106,The former Yugoslav Republic of Macedonia,FYR Macedonia,f,t,t,25424,7250,10826,1,MK,"c(5285923, 2199491)"
952,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4185923, 3899491)"
991,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4185923, 3999491)"
992,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4285923, 3999491)"
1029,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4085923, 4099491)"
1030,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4185923, 4099491)"
1031,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4285923, 4099491)"
1032,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4099491)"
1068,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4085923, 4199491)"
1069,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4185923, 4199491)"
1070,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4285923, 4199491)"
1071,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4199491)"
1107,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4085923, 4299491)"
1108,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4185923, 4299491)"
1109,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4285923, 4299491)"
1110,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4299491)"
1148,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4285923, 4399491)"
1149,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4399491)"
1188,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4499491)"
1227,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4385923, 4599491)"
1228,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4485923, 4599491)"
1267,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4485923, 4699491)"
1306,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4485923, 4799491)"
1346,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4585923, 4899491)"
1385,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4585923, 4999491)"
1425,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4685923, 5099491)"
1464,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4685923, 5199491)"
1465,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4785923, 5199491)"
1466,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4885923, 5199491)"
1505,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4885923, 5299491)"
1506,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4985923, 5299491)"
1544,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4885923, 5399491)"
1545,173,Norway,Norway,f,t,f,315278,14254,796,19,NO,"c(4985923, 5399491)"
336,202,Bosnia and Herzegovina,Bosnia Herzeg.,f,t,t,51145,14356,16250,2,BA,"c(4985923, 2299491)"
374,202,Bosnia and Herzegovina,Bosnia Herzeg.,f,t,t,51145,14356,16250,2,BA,"c(4885923, 2399491)"
375,202,Bosnia and Herzegovina,Bosnia Herzeg.,f,t,t,51145,14356,16250,2,BA,"c(4985923, 2399491)"
539,70,"Moldova, Republic of",Moldova,f,t,t,33798,30585,1109,1,MD,"c(5785923, 2799491)"
577,70,"Moldova, Republic of",Moldova,f,t,t,33798,30585,1109,1,MD,"c(5685923, 2899491)"
301,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5385923, 2199491)"
302,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5485923, 2199491)"
303,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5585923, 2199491)"
340,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5385923, 2299491)"
341,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5485923, 2299491)"
342,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5585923, 2299491)"
343,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5685923, 2299491)"
379,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5385923, 2399491)"
380,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5485923, 2399491)"
381,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5585923, 2399491)"
382,87,Bulgaria,Bulgaria,f,t,t,111300,53768,30963,1,BG,"c(5685923, 2399491)"
845,102,Lithuania,Lithuania,f,t,t,64829,35284,13827,10,LT,"c(5185923, 3599491)"
846,102,Lithuania,Lithuania,f,t,t,64829,35284,13827,10,LT,"c(5285923, 3599491)"
883,102,Lithuania,Lithuania,f,t,t,64829,35284,13827,10,LT,"c(5085923, 3699491)"
884,102,Lithuania,Lithuania,f,t,t,64829,35284,13827,10,LT,"c(5185923, 3699491)"
885,102,Lithuania,Lithuania,f,t,t,64829,35284,13827,10,LT,"c(5285923, 3699491)"
452,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(4885923, 2599491)"
453,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(4985923, 2599491)"
491,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(4885923, 2699491)"
492,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(4985923, 2699491)"
493,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(5085923, 2699491)"
494,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(5185923, 2699491)"
531,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(4985923, 2799491)"
532,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(5085923, 2799491)"
533,107,Hungary,Hungary,f,t,t,93119,54770,29079,1,HU,"c(5185923, 2799491)"
299,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5185923, 2199491)"
338,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5185923, 2299491)"
339,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5285923, 2299491)"
376,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5085923, 2399491)"
377,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5185923, 2399491)"
378,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5285923, 2399491)"
415,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5085923, 2499491)"
416,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5185923, 2499491)"
454,130,Serbia,Serbia,f,t,t,88478,45700,15333,1,RS,"c(5085923, 2599491)"
335,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4885923, 2299491)"
373,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4785923, 2399491)"
411,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4685923, 2499491)"
412,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4785923, 2499491)"
413,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4885923, 2499491)"
414,4,Croatia,Croatia,f,t,t,55457,19755,14504,1,HR,"c(4985923, 2499491)"
671,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3385923, 3199491)"
672,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3199491)"
673,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3199491)"
674,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3685923, 3199491)"
710,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3385923, 3299491)"
711,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3299491)"
712,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3299491)"
713,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3685923, 3299491)"
749,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3385923, 3399491)"
750,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3399491)"
751,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3399491)"
789,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3499491)"
790,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3499491)"
825,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3185923, 3599491)"
826,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3285923, 3599491)"
828,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3599491)"
829,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3599491)"
867,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3699491)"
905,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3385923, 3799491)"
906,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3799491)"
945,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3899491)"
946,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3585923, 3899491)"
984,151,U.K. of Great Britain and Northern Ireland,U.K.,f,t,t,242236,68062,152152,4,GB,"c(3485923, 3999491)"
566,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4585923, 2899491)"
567,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4685923, 2899491)"
568,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4785923, 2899491)"
569,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4885923, 2899491)"
604,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4485923, 2999491)"
605,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4585923, 2999491)"
606,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4685923, 2999491)"
607,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4785923, 2999491)"
608,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4885923, 2999491)"
645,207,Czech Republic,Czech Republic,f,t,t,78845,37178,26480,8,CZ,"c(4685923, 3099491)"
1000,154,Estonia,Estonia,f,t,t,45181,11312,10938,1,EE,"c(5085923, 3999491)"
1001,154,Estonia,Estonia,f,t,t,45181,11312,10938,1,EE,"c(5185923, 3999491)"
1002,154,Estonia,Estonia,f,t,t,45181,11312,10938,1,EE,"c(5285923, 3999491)"
1040,154,Estonia,Estonia,f,t,t,45181,11312,10938,1,EE,"c(5185923, 4099491)"
1041,154,Estonia,Estonia,f,t,t,45181,11312,10938,1,EE,"c(5285923, 4099491)"
444,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4085923, 2599491)"
445,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4185923, 2599491)"
446,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4285923, 2599491)"
483,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4085923, 2699491)"
484,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4185923, 2699491)"
485,216,Switzerland,Switzerland,f,t,t,41416,8145,18659,1,CH,"c(4285923, 2699491)"
1078,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4199491)"
1116,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4299491)"
1117,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4299491)"
1118,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4299491)"
1119,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5285923, 4299491)"
1155,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4399491)"
1156,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4399491)"
1157,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4399491)"
1158,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5285923, 4399491)"
1194,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4499491)"
1195,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4499491)"
1196,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4499491)"
1197,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5285923, 4499491)"
1233,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4599491)"
1234,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4599491)"
1235,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4599491)"
1236,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5285923, 4599491)"
1237,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5385923, 4599491)"
1273,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4699491)"
1274,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4699491)"
1275,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5285923, 4699491)"
1312,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4799491)"
1313,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4799491)"
1350,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4899491)"
1351,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4899491)"
1352,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5185923, 4899491)"
1389,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 4999491)"
1390,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 4999491)"
1427,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4885923, 5099491)"
1428,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 5099491)"
1429,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(5085923, 5099491)"
1467,23,Finland,Finland,f,t,f,333939,28158,522,6,FI,"c(4985923, 5199491)"
284,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3685923, 2199491)"
321,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3485923, 2299491)"
322,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3585923, 2299491)"
323,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3685923, 2299491)"
324,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3785923, 2299491)"
325,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3885923, 2299491)"
326,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3985923, 2299491)"
327,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(4085923, 2299491)"
360,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3485923, 2399491)"
361,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3585923, 2399491)"
362,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3685923, 2399491)"
363,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3785923, 2399491)"
364,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3885923, 2399491)"
365,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3985923, 2399491)"
399,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3485923, 2499491)"
400,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3585923, 2499491)"
401,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3685923, 2499491)"
402,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3785923, 2499491)"
403,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3885923, 2499491)"
404,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3985923, 2499491)"
438,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3485923, 2599491)"
439,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3585923, 2599491)"
440,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3685923, 2599491)"
441,197,France,France,f,t,t,548272,240833,250411,22,FR,"c(3785923, 2599491)"
